"姓名","现工作单位及职务","性别","民族","籍贯","出生年月","参加工作时间","任现职务时间","任现职级时间","入党时间","全日制学历学位","全日制毕业院校及专业","在职学历学位","在职毕业院校及专业","任二主时间"
"祝真俊","部门三\n二级主办","女","汉","四川成都","1958.05","2001.01","2011.11","2011.11","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"纪以伟","部门一\n三级高级主办","男","汉","四川成都","1995.08","2018.10","2022.07","2022.07","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"鲁听军","部门二\n三级主办","女","汉","四川成都","1962.02","1996.07","2019.03","2019.03","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"雷总强","部门五\n四级主办","女","汉","四川成都","1971.07","2000.09","2013.07","2013.07","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"曹生军","部门二\n二级高级主办","女","汉","四川成都","1975.03","2012.07","2017.09","2017.09","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"章还伟","部门三\n二级主办","女","汉","四川成都","1993.12","2013.12","2021.08","2021.08","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"宋生俊","部门四\n一级高级主办","男","汉","四川成都","1958.06","2009.01","2016.12","2016.12","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"褚就健","部门四\n四级高级主办","女","汉","四川成都","1978.03","2018.05","2022.03","2022.03","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"顾会毅","部门四\n三级主办","男","汉","四川成都","1974.07","2018.05","2021.07","2021.07","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"成出毅","部门三\n一级高级主办","男","汉","四川成都","1993.03","2020.12","2022.08","2022.08","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"贺里健","部门一\n一级主办","女","汉","四川成都","1998.01","2018.06","2020.07","2020.07","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"谈走杰","部门一\n四级主办","男","汉","四川成都","1977.08","1999.11","2022.01","2022.01","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"董想杰","部门三\n四级高级主办","男","汉","四川成都","1982.02","2007.11","2018.10","2018.10","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"何这军","部门一\n四级主办","女","汉","四川成都","1963.07","2019.12","2021.03","2021.03","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"花打刚","部门二\n副支队长","女","汉","四川成都","2000.08","2020.10","2022.06","2022.06","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"康得杰","部门五\n一级主办","男","汉","四川成都","1984.05","2010.05","2020.12","2020.12","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"熊走军","部门一\n四级主办","男","汉","四川成都","1966.08","1994.09","2003.08","2003.08","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"成他俊","部门二\n三级主办","女","汉","四川成都","1994.12","2019.03","2022.12","2022.12","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"于地杰","部门二\n三级主办","女","汉","四川成都","1979.10","2009.11","2015.06","2015.06","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"章打军","部门一\n支队长","男","汉","四川成都","1959.01","1979.12","2012.02","2012.02","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"雷听伟","部门四\n四级主办","男","汉","四川成都","1981.04","2020.09","2022.10","2022.10","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"华再健","部门四\n三级高级主办","女","汉","四川成都","1989.04","2019.03","2022.01","2022.01","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"窦了军","部门二\n四级主办","男","汉","四川成都","1989.10","2016.11","2018.07","2018.07","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"汤下健","部门四\n三级高级主办","女","汉","四川成都","1978.11","2003.07","2010.09","2010.09","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"费么峰","部门五\n二级主办","女","汉","四川成都","1979.07","2008.12","2011.03","2011.03","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"卞做军","部门二\n三级主办","女","汉","四川成都","1998.06","2019.11","2021.11","2021.11","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"毛么刚","部门五\n三级高级主办","女","汉","四川成都","1980.11","2015.03","2020.03","2020.03","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"杨总军","部门五\n二级主办","女","汉","四川成都","1970.11","1992.01","2000.11","2000.11","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"秦会俊","部门二\n二级主办","女","汉","四川成都","1986.01","2007.03","2015.07","2015.07","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"项中毅","部门三\n四级主办","女","汉","四川成都","1964.11","1998.02","2016.11","2016.11","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"傅你勇","部门四\n三级高级主办","女","汉","四川成都","1962.01","2018.01","2021.05","2021.05","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"姚还杰","部门二\n一级高级主办","男","汉","四川成都","1990.03","2017.01","2021.09","2021.09","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"酆我军","部门四\n一级高级主办","男","汉","四川成都","1999.06","2019.04","2021.12","2021.12","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"奚国杰","部门四\n副支队长","女","汉","四川成都","1974.02","2018.12","2022.03","2022.03","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"鲍是勇","部门五\n一级高级主办","女","汉","四川成都","1977.10","2015.03","2018.07","2018.07","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"尹想健","部门四\n三级主办","女","汉","四川成都","1997.03","2018.12","2021.06","2021.06","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"秦再军","部门一\n三级主办","男","汉","四川成都","1988.02","2017.04","2020.04","2020.04","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"毛学强","部门二\n一级行政执法员","女","汉","四川成都","1989.12","2011.09","2022.06","2022.06","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"水个健","部门五\n一级主办","女","汉","四川成都","1955.05","2008.03","2018.09","2018.09","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"廉看勇","部门五\n三级主办","男","汉","四川成都","1958.02","2005.04","2008.07","2008.07","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"于和杰","部门一\n二级主办","女","汉","四川成都","1987.06","2016.07","2019.01","2019.01","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"庞时峰","部门三\n三级高级主办","男","汉","四川成都","1994.02","2017.04","2021.06","2021.06","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"华下勇","部门二\n三级高级主办","女","汉","四川成都","1985.05","2005.02","2017.10","2017.10","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"郝要强","部门三\n三级主办","女","汉","四川成都","1998.03","2018.04","2020.03","2020.03","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"梁时峰","部门二\n支队长","女","汉","四川成都","1974.08","2014.11","2022.06","2022.06","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"柳么俊","部门三\n三级高级主办","男","汉","四川成都","1984.04","2006.11","2011.08","2011.08","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"何可强","部门三\n一级行政执法员","男","汉","四川成都","1978.10","2000.02","2008.01","2008.01","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"喻了伟","部门三\n四级主办","女","汉","四川成都","1969.08","2000.12","2020.03","2020.03","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"滕的勇","部门三\n二级主办","女","汉","四川成都","1998.08","2019.07","2021.02","2021.02","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"姜么强","部门四\n三级主办","女","汉","四川成都","1965.10","2018.02","2022.05","2022.05","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"傅我军","部门二\n一级主办","女","汉","四川成都","1992.10","2012.08","2015.11","2015.11","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"孙后杰","部门一\n一级行政执法员","女","汉","四川成都","1983.08","2015.01","2022.03","2022.03","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"陈地健","部门二\n三级主办","男","汉","四川成都","1990.08","2018.08","2021.05","2021.05","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"邵总健","部门三\n三级主办","男","汉","四川成都","1958.08","1985.02","1995.12","1995.12","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"湛做健","部门二\n一级主办","女","汉","四川成都","1990.09","2012.10","2022.10","2022.10","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"廉那么健","部门五\n一级行政执法员","女","汉","四川成都","1964.11","2008.09","2019.07","2019.07","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"葛生峰","部门五\n一级行政执法员","男","汉","四川成都","2000.06","2020.02","2022.06","2022.06","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"常这毅","部门一\n三级高级主办","女","汉","四川成都","1974.01","2014.10","2017.08","2017.08","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"戴为强","部门二\n三级主办","男","汉","四川成都","1971.01","2007.10","2022.07","2022.07","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"范起勇","部门三\n四级主办","男","汉","四川成都","1993.11","2018.01","2020.01","2020.01","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"狄只峰","部门四\n四级高级主办","女","汉","四川成都","1987.01","2020.03","2022.12","2022.12","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"彭好勇","部门四\n一级行政执法员","男","汉","四川成都","1992.09","2018.06","2022.08","2022.08","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"韦到健","部门五\n二级主办","男","汉","四川成都","1975.05","2013.06","2017.05","2017.05","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"祁是俊","部门一\n四级主办","男","汉","四川成都","1975.02","2011.10","2014.06","2014.06","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"潘因勇","部门一\n一级行政执法员","女","汉","四川成都","1996.12","2020.11","2022.05","2022.05","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"奚上军","部门二\n一级行政执法员","男","汉","四川成都","1981.12","2002.05","2005.02","2005.02","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"于对勇","部门二\n三级高级主办","女","汉","四川成都","1967.04","2019.03","2022.08","2022.08","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"毛使强","部门五\n四级主办","男","汉","四川成都","1972.06","2009.01","2022.12","2022.12","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"雷就健","部门二\n副支队长","女","汉","四川成都","1960.03","2011.01","2017.08","2017.08","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"赵你毅","部门二\n三级高级主办","女","汉","四川成都","1992.07","2019.03","2022.03","2022.03","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"傅是毅","部门四\n一级行政执法员","男","汉","四川成都","1979.01","2006.04","2020.08","2020.08","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"元因毅","部门四\n四级高级主办","男","汉","四川成都","1986.01","2009.08","2022.09","2022.09","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"陈他勇","部门一\n一级主办","男","汉","四川成都","1986.11","2007.06","2009.05","2009.05","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"柏这伟","部门一\n四级高级主办","女","汉","四川成都","1983.08","2018.10","2022.01","2022.01","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"郑要勇","部门二\n三级主办","女","汉","四川成都","1982.03","2003.03","2010.04","2010.04","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"殷不杰","部门四\n四级主办","女","汉","四川成都","1975.03","2006.01","2022.05","2022.05","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"屈着峰","部门五\n四级高级主办","男","汉","四川成都","1958.09","1985.02","1995.06","1995.06","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"罗中刚","部门五\n二级主办","女","汉","四川成都","1973.12","2016.05","2020.03","2020.03","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"冯走峰","部门四\n四级主办","女","汉","四川成都","1967.09","1991.02","2000.04","2000.04","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"廉你勇","部门四\n四级高级主办","女","汉","四川成都","1987.01","2007.02","2011.12","2011.12","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"康么俊","部门四\n二级高级主办","女","汉","四川成都","1976.09","1997.12","2005.10","2005.10","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"臧着健","部门一\n一级行政执法员","男","汉","四川成都","1960.07","2016.04","2021.09","2021.09","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"湛就军","部门三\n四级高级主办","男","汉","四川成都","1987.06","2020.10","2022.10","2022.10","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"计故峰","部门一\n三级高级主办","女","汉","四川成都","1983.12","2016.11","2021.05","2021.05","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"茅要刚","部门一\n副支队长","女","汉","四川成都","1965.06","2002.10","2007.11","2007.11","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"戴还健","部门二\n一级高级主办","女","汉","四川成都","1961.06","1985.07","2015.10","2015.10","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"熊她刚","部门一\n四级主办","女","汉","四川成都","1995.07","2019.11","2021.02","2021.02","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"顾我强","部门一\n二级高级主办","男","汉","四川成都","1955.11","2015.03","2019.04","2019.04","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"何使杰","部门四\n三级主办","女","汉","四川成都","1986.11","2014.06","2018.05","2018.05","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"穆中军","部门四\n三级主办","男","汉","四川成都","1993.01","2017.02","2021.02","2021.02","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"范人军","部门四\n一级行政执法员","男","汉","四川成都","1973.02","2000.08","2019.07","2019.07","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"苏人毅","部门三\n三级高级主办","男","汉","四川成都","1996.09","2017.12","2020.12","2020.12","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"凤听伟","部门一\n二级高级主办","男","汉","四川成都","1974.02","2011.12","2015.03","2015.03","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"邹的军","部门五\n一级行政执法员","女","汉","四川成都","1980.07","2002.02","2016.09","2016.09","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"臧学军","部门四\n一级主办","女","汉","四川成都","1980.04","2015.02","2022.11","2022.11","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"元这伟","部门三\n一级行政执法员","男","汉","四川成都","1981.07","2020.04","2022.10","2022.10","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"伍她伟","部门二\n二级主办","女","汉","四川成都","1977.09","2004.02","2017.04","2017.04","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"穆和毅","部门五\n一级主办","女","汉","四川成都","1955.10","2000.01","2016.01","2016.01","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"卞使健","部门五\n一级主办","男","汉","四川成都","1989.05","2011.02","2017.03","2017.03","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"傅走刚","部门一\n四级主办","女","汉","四川成都","1969.01","1999.06","2020.10","2020.10","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"严得杰","部门二\n四级主办","女","汉","四川成都","1961.02","2019.04","2022.08","2022.08","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"李在强","部门一\n三级高级主办","女","汉","四川成都","1993.03","2014.03","2021.03","2021.03","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"皮大俊","部门三\n二级高级主办","女","汉","四川成都","1978.03","2002.08","2009.04","2009.04","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"赵是峰","部门二\n一级行政执法员","女","汉","四川成都","1986.02","2012.06","2020.04","2020.04","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"喻上军","部门一\n三级高级主办","女","汉","四川成都","1985.06","2007.03","2018.02","2018.02","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"康对强","部门五\n二级主办","男","汉","四川成都","1964.12","1992.04","2004.05","2004.05","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"吴是伟","部门二\n二级主办","女","汉","四川成都","1962.10","2001.01","2012.04","2012.04","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"米了健","部门四\n二级高级主办","男","汉","四川成都","1970.08","2005.02","2009.02","2009.02","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"贺他军","部门一\n一级行政执法员","男","汉","四川成都","1988.08","2010.06","2020.08","2020.08","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"赵做勇","部门五\n三级主办","女","汉","四川成都","1958.09","2000.10","2021.03","2021.03","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"郝老俊","部门五\n一级高级主办","女","汉","四川成都","1971.11","1995.11","2019.09","2019.09","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"曹好强","部门一\n三级高级主办","男","汉","四川成都","1971.09","2001.07","2017.10","2017.10","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"邬着军","部门三\n一级高级主办","男","汉","四川成都","1984.11","2019.10","2021.10","2021.10","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"祝对峰","部门三\n一级主办","女","汉","四川成都","1996.12","2016.08","2021.02","2021.02","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"酆人俊","部门二\n三级主办","男","汉","四川成都","1966.04","2017.11","2020.07","2020.07","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"俞起峰","部门一\n一级主办","男","汉","四川成都","1974.05","2002.03","2009.09","2009.09","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"黄好俊","部门五\n四级高级主办","男","汉","四川成都","1989.12","2014.11","2017.10","2017.10","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"方只峰","部门五\n四级高级主办","男","汉","四川成都","1967.04","1987.04","2011.01","2011.01","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"吕来毅","部门四\n三级主办","男","汉","四川成都","1972.02","2020.10","2022.11","2022.11","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"钱中军","部门一\n四级高级主办","女","汉","四川成都","1974.09","2020.01","2022.03","2022.03","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"陈以伟","部门二\n四级高级主办","女","汉","四川成都","1997.02","2017.05","2020.11","2020.11","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"姚真军","部门一\n二级主办","男","汉","四川成都","1967.12","2004.10","2015.08","2015.08","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"金人毅","部门二\n四级高级主办","男","汉","四川成都","1960.12","2013.10","2017.11","2017.11","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"杨里刚","部门二\n四级高级主办","女","汉","四川成都","1973.08","2015.05","2021.06","2021.06","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"于出杰","部门二\n四级主办","男","汉","四川成都","1989.08","2018.09","2022.08","2022.08","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"雷真伟","部门二\n四级主办","男","汉","四川成都","1981.02","2010.07","2018.02","2018.02","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"孔子俊","部门三\n二级主办","女","汉","四川成都","1977.11","1998.04","2014.06","2014.06","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"舒把勇","部门四\n一级主办","男","汉","四川成都","1970.06","1991.09","2005.11","2005.11","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"施出军","部门五\n四级主办","女","汉","四川成都","1995.10","2020.12","2022.11","2022.11","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"方还俊","部门一\n三级主办","女","汉","四川成都","1978.12","1999.03","2019.02","2019.02","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"孟他峰","部门五\n一级主办","男","汉","四川成都","1963.03","1988.04","2013.11","2013.11","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"倪故军","部门五\n支队长","女","汉","四川成都","1960.05","1995.06","2022.08","2022.08","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"郎能杰","部门四\n三级主办","男","汉","四川成都","1992.01","2018.10","2022.03","2022.03","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"卞和强","部门四\n一级主办","男","汉","四川成都","1956.08","1984.02","1986.07","1986.07","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"朱可勇","部门三\n支队长","女","汉","四川成都","1976.04","2015.05","2017.01","2017.01","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"成那健","部门一\n四级高级主办","男","汉","四川成都","1967.01","1995.02","2022.08","2022.08","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"伏个健","部门五\n一级行政执法员","女","汉","四川成都","1984.04","2012.05","2018.01","2018.01","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"岑时杰","部门三\n一级主办","女","汉","四川成都","1990.12","2011.05","2014.02","2014.02","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"花能伟","部门三\n三级主办","女","汉","四川成都","1972.04","2011.07","2022.03","2022.03","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"汪本强","部门二\n一级行政执法员","女","汉","四川成都","1964.11","2010.07","2021.09","2021.09","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"窦道伟","部门一\n三级主办","女","汉","四川成都","1979.07","2017.02","2022.08","2022.08","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"喻一伟","部门四\n四级主办","男","汉","四川成都","1973.04","2003.02","2013.08","2013.08","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"谈这杰","部门五\n一级行政执法员","女","汉","四川成都","1981.04","2016.06","2022.02","2022.02","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"宋样健","部门五\n四级主办","男","汉","四川成都","1964.12","2009.02","2015.09","2015.09","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"米老勇","部门三\n四级主办","男","汉","四川成都","1974.02","2006.01","2010.10","2010.10","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"姚样俊","部门三\n四级主办","男","汉","四川成都","1963.02","2004.07","2021.06","2021.06","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"舒学毅","部门五\n三级主办","男","汉","四川成都","1967.03","2005.08","2016.03","2016.03","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"沈这俊","部门四\n三级主办","女","汉","四川成都","1982.09","2003.05","2012.05","2012.05","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"金里勇","部门三\n一级主办","女","汉","四川成都","1982.11","2016.01","2020.04","2020.04","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"孟再峰","部门一\n四级高级主办","女","汉","四川成都","1968.07","2019.03","2022.06","2022.06","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"邵道俊","部门四\n四级高级主办","男","汉","四川成都","1966.12","2019.03","2021.04","2021.04","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"韩到军","部门四\n二级主办","女","汉","四川成都","1967.02","2003.07","2016.01","2016.01","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"谈在强","部门四\n四级主办","男","汉","四川成都","1979.03","2010.10","2021.04","2021.04","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"臧学健","部门四\n三级主办","男","汉","四川成都","1985.01","2019.02","2021.10","2021.10","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"戴因毅","部门三\n一级行政执法员","男","汉","四川成都","1966.11","1998.09","2020.04","2020.04","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"汪在勇","部门二\n一级行政执法员","男","汉","四川成都","1990.02","2011.04","2021.11","2021.11","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"范我刚","部门一\n二级主办","男","汉","四川成都","1964.02","2000.04","2012.09","2012.09","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"杨可军","部门三\n二级高级主办","女","汉","四川成都","1996.05","2018.01","2021.02","2021.02","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"酆国俊","部门二\n三级高级主办","女","汉","四川成都","1976.02","2007.06","2019.02","2019.02","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"曹真强","部门五\n四级主办","女","汉","四川成都","1995.08","2018.01","2021.11","2021.11","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"安里健","部门四\n一级行政执法员","女","汉","四川成都","1999.05","2019.02","2022.08","2022.08","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"湛时健","部门三\n四级主办","女","汉","四川成都","1986.10","2016.05","2020.01","2020.01","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"孟大杰","部门一\n三级高级主办","男","汉","四川成都","1998.10","2019.12","2022.04","2022.04","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"谢样俊","部门五\n副支队长","男","汉","四川成都","1960.01","2005.01","2017.11","2017.11","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"贝生刚","部门一\n一级行政执法员","男","汉","四川成都","1995.05","2020.09","2022.10","2022.10","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"孔都伟","部门一\n四级主办","男","汉","四川成都","1977.03","1998.12","2021.02","2021.02","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"梁上健","部门三\n四级高级主办","女","汉","四川成都","1990.09","2018.08","2022.10","2022.10","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
"酆时杰","部门四\n二级主办","女","汉","四川成都","1975.12","2014.10","2016.04","2016.04","1997.02","大学法学学生","xx学院xx专业","大学","xx大学xx专业",""
